Номер симуляции,Размер выборки,Количество реальных линейных предикторов,Количество шумовых нелинейных предикторов,Количество реальных нелинейных предикторов,Количество взаимодействий,Корреляция существенного регрессора,Влияние существенного регрессора,Тип ошибки,Доля ошибок
987,1000,10,2,0,2,0.5,2,2,0.4066666666666667
988,1000,10,2,0,0,0.5,5,2,0.9366666666666666
989,1000,10,2,0,1,0.5,5,2,0.48
990,1000,10,2,0,2,0.5,5,2,0.37
991,1000,10,2,0,0,0.9,0,1,0.04
992,1000,10,2,0,1,0.9,0,2,0.44666666666666666
993,1000,10,2,0,2,0.9,0,2,0.4
994,1000,10,2,0,0,0.9,2,2,0.9466666666666667
995,1000,10,2,0,1,0.9,2,2,0.4766666666666667
996,1000,10,2,0,2,0.9,2,2,0.4066666666666667
997,1000,10,2,0,0,0.9,5,2,0.9433333333333334
998,1000,10,2,0,1,0.9,5,2,0.5
999,1000,10,2,0,2,0.9,5,2,0.38
1000,1000,10,2,1,0,0.0,0,2,0.013333333333333334
1001,1000,10,2,1,1,0.0,0,2,0.15666666666666668
1002,1000,10,2,1,2,0.0,0,2,0.2833333333333333
1003,1000,10,2,1,0,0.0,2,2,0.043333333333333335
1004,1000,10,2,1,1,0.0,2,2,0.24666666666666667
1005,1000,10,2,1,2,0.0,2,2,0.3233333333333333
1006,1000,10,2,1,0,0.0,5,2,0.11333333333333333
1007,1000,10,2,1,1,0.0,5,2,0.23666666666666666
1008,1000,10,2,1,2,0.0,5,2,0.30333333333333334
1009,1000,10,2,1,0,0.5,0,2,0.03
1010,1000,10,2,1,1,0.5,0,2,0.19333333333333333
1011,1000,10,2,1,2,0.5,0,2,0.31666666666666665
1012,1000,10,2,1,0,0.5,2,2,0.06333333333333334
1013,1000,10,2,1,1,0.5,2,2,0.23
1014,1000,10,2,1,2,0.5,2,2,0.26666666666666666
1015,1000,10,2,1,0,0.5,5,2,0.15333333333333332
1016,1000,10,2,1,1,0.5,5,2,0.24666666666666667
1017,1000,10,2,1,2,0.5,5,2,0.31666666666666665
1018,1000,10,2,1,0,0.9,0,2,0.03
1019,1000,10,2,1,1,0.9,0,2,0.26
1020,1000,10,2,1,2,0.9,0,2,0.22666666666666666
1021,1000,10,2,1,0,0.9,2,2,0.05333333333333334
1022,1000,10,2,1,1,0.9,2,2,0.19333333333333333
1023,1000,10,2,1,2,0.9,2,2,0.25
1024,1000,10,2,1,0,0.9,5,2,0.04666666666666667
1025,1000,10,2,1,1,0.9,5,2,0.22
1026,1000,10,2,1,2,0.9,5,2,0.26666666666666666
1027,1000,10,2,2,0,0.0,0,2,0.0033333333333333335
1028,1000,10,2,2,1,0.0,0,2,0.08333333333333333
1029,1000,10,2,2,2,0.0,0,2,0.17333333333333334
1030,1000,10,2,2,0,0.0,2,2,0.0
1031,1000,10,2,2,1,0.0,2,2,0.11333333333333333
1032,1000,10,2,2,2,0.0,2,2,0.18333333333333332
1033,1000,10,2,2,0,0.0,5,2,0.013333333333333334
1034,1000,10,2,2,1,0.0,5,2,0.11
1035,1000,10,2,2,2,0.0,5,2,0.19333333333333333
1036,1000,10,2,2,0,0.5,0,2,0.0
1037,1000,10,2,2,1,0.5,0,2,0.10333333333333333
1038,1000,10,2,2,2,0.5,0,2,0.14666666666666667
1039,1000,10,2,2,0,0.5,2,2,0.0
1040,1000,10,2,2,1,0.5,2,2,0.1
1041,1000,10,2,2,2,0.5,2,2,0.17
1042,1000,10,2,2,0,0.5,5,2,0.016666666666666666
1043,1000,10,2,2,1,0.5,5,2,0.09333333333333334
1044,1000,10,2,2,2,0.5,5,2,0.21666666666666667
1045,1000,10,2,2,0,0.9,0,2,0.0
1046,1000,10,2,2,1,0.9,0,2,0.06333333333333334
1047,1000,10,2,2,2,0.9,0,2,0.12333333333333334
1048,1000,10,2,2,0,0.9,2,2,0.0
1049,1000,10,2,2,1,0.9,2,2,0.08333333333333333
1050,1000,10,2,2,2,0.9,2,2,0.17666666666666667
1051,1000,10,2,2,0,0.9,5,2,0.0
1052,1000,10,2,2,1,0.9,5,2,0.09333333333333334
1053,1000,10,2,2,2,0.9,5,2,0.12333333333333334
1054,1000,10,2,5,0,0.0,0,2,0.04
1055,1000,10,2,5,1,0.0,0,2,0.06
1056,1000,10,2,5,2,0.0,0,2,0.05333333333333334
1057,1000,10,2,5,0,0.0,2,2,0.04666666666666667
1058,1000,10,2,5,1,0.0,2,2,0.05333333333333334
1059,1000,10,2,5,2,0.0,2,2,0.07
1060,1000,10,2,5,0,0.0,5,2,0.06666666666666667
1061,1000,10,2,5,1,0.0,5,2,0.04
1062,1000,10,2,5,2,0.0,5,2,0.06666666666666667
1063,1000,10,2,5,0,0.5,0,2,0.03666666666666667
1064,1000,10,2,5,1,0.5,0,2,0.06666666666666667
1065,1000,10,2,5,2,0.5,0,2,0.056666666666666664
1066,1000,10,2,5,0,0.5,2,2,0.03333333333333333
1067,1000,10,2,5,1,0.5,2,2,0.043333333333333335
1068,1000,10,2,5,2,0.5,2,2,0.07333333333333333
1069,1000,10,2,5,0,0.5,5,2,0.043333333333333335
1070,1000,10,2,5,1,0.5,5,2,0.043333333333333335
1071,1000,10,2,5,2,0.5,5,2,0.043333333333333335
1072,1000,10,2,5,0,0.9,0,2,0.013333333333333334
1073,1000,10,2,5,1,0.9,0,2,0.06333333333333334
1074,1000,10,2,5,2,0.9,0,2,0.05
1075,1000,10,2,5,0,0.9,2,2,0.03666666666666667
1076,1000,10,2,5,1,0.9,2,2,0.06666666666666667
1077,1000,10,2,5,2,0.9,2,2,0.08
1078,1000,10,2,5,0,0.9,5,2,0.05
1079,1000,10,2,5,1,0.9,5,2,0.06
1080,1000,10,2,5,2,0.9,5,2,0.04666666666666667
1081,1000,10,3,0,0,0.0,0,1,0.05333333333333334
1082,1000,10,3,0,1,0.0,0,2,0.4533333333333333
1083,1000,10,3,0,2,0.0,0,2,0.38333333333333336
1084,1000,10,3,0,0,0.0,2,1,0.04666666666666667
1085,1000,10,3,0,1,0.0,2,2,0.48
1086,1000,10,3,0,2,0.0,2,2,0.43
1087,1000,10,3,0,0,0.0,5,1,0.03333333333333333
1088,1000,10,3,0,1,0.0,5,2,0.5633333333333334
1089,1000,10,3,0,2,0.0,5,2,0.45666666666666667
1090,1000,10,3,0,0,0.5,0,1,0.04666666666666667
1091,1000,10,3,0,1,0.5,0,2,0.45
1092,1000,10,3,0,2,0.5,0,2,0.41
1093,1000,10,3,0,0,0.5,2,2,0.9366666666666666
1094,1000,10,3,0,1,0.5,2,2,0.51
1095,1000,10,3,0,2,0.5,2,2,0.38666666666666666
1096,1000,10,3,0,0,0.5,5,2,0.9633333333333334
1097,1000,10,3,0,1,0.5,5,2,0.5133333333333333
1098,1000,10,3,0,2,0.5,5,2,0.45
1099,1000,10,3,0,0,0.9,0,1,0.05333333333333334
1100,1000,10,3,0,1,0.9,0,2,0.46
1101,1000,10,3,0,2,0.9,0,2,0.4033333333333333
1102,1000,10,3,0,0,0.9,2,2,0.97
1103,1000,10,3,0,1,0.9,2,2,0.48
1104,1000,10,3,0,2,0.9,2,2,0.37333333333333335
1105,1000,10,3,0,0,0.9,5,2,0.9633333333333334
1106,1000,10,3,0,1,0.9,5,2,0.5033333333333333
1107,1000,10,3,0,2,0.9,5,2,0.36666666666666664
1108,1000,10,3,1,0,0.0,0,2,0.043333333333333335
1109,1000,10,3,1,1,0.0,0,2,0.23
1110,1000,10,3,1,2,0.0,0,2,0.25
1111,1000,10,3,1,0,0.0,2,2,0.08
1112,1000,10,3,1,1,0.0,2,2,0.22666666666666666
1113,1000,10,3,1,2,0.0,2,2,0.30333333333333334
1114,1000,10,3,1,0,0.0,5,2,0.14
1115,1000,10,3,1,1,0.0,5,2,0.2966666666666667
1116,1000,10,3,1,2,0.0,5,2,0.3233333333333333
1117,1000,10,3,1,0,0.5,0,2,0.02666666666666667
1118,1000,10,3,1,1,0.5,0,2,0.21
1119,1000,10,3,1,2,0.5,0,2,0.2966666666666667
1120,1000,10,3,1,0,0.5,2,2,0.04666666666666667
1121,1000,10,3,1,1,0.5,2,2,0.21666666666666667
1122,1000,10,3,1,2,0.5,2,2,0.28
1123,1000,10,3,1,0,0.5,5,2,0.11
1124,1000,10,3,1,1,0.5,5,2,0.24666666666666667
1125,1000,10,3,1,2,0.5,5,2,0.2966666666666667
1126,1000,10,3,1,0,0.9,0,2,0.03
1127,1000,10,3,1,1,0.9,0,2,0.22333333333333333
1128,1000,10,3,1,2,0.9,0,2,0.2866666666666667
1129,1000,10,3,1,0,0.9,2,2,0.023333333333333334
1130,1000,10,3,1,1,0.9,2,2,0.17333333333333334
1131,1000,10,3,1,2,0.9,2,2,0.36333333333333334
1132,1000,10,3,1,0,0.9,5,2,0.07
1133,1000,10,3,1,1,0.9,5,2,0.25333333333333335
1134,1000,10,3,1,2,0.9,5,2,0.3
1135,1000,10,3,2,0,0.0,0,2,0.0
1136,1000,10,3,2,1,0.0,0,2,0.1
1137,1000,10,3,2,2,0.0,0,2,0.19333333333333333
1138,1000,10,3,2,0,0.0,2,2,0.0033333333333333335
1139,1000,10,3,2,1,0.0,2,2,0.11333333333333333
1140,1000,10,3,2,2,0.0,2,2,0.19333333333333333
1141,1000,10,3,2,0,0.0,5,2,0.013333333333333334
1142,1000,10,3,2,1,0.0,5,2,0.11
1143,1000,10,3,2,2,0.0,5,2,0.19
1144,1000,10,3,2,0,0.5,0,2,0.0
1145,1000,10,3,2,1,0.5,0,2,0.12
1146,1000,10,3,2,2,0.5,0,2,0.17666666666666667
1147,1000,10,3,2,0,0.5,2,2,0.0033333333333333335
1148,1000,10,3,2,1,0.5,2,2,0.09
1149,1000,10,3,2,2,0.5,2,2,0.15666666666666668
1150,1000,10,3,2,0,0.5,5,2,0.006666666666666667
1151,1000,10,3,2,1,0.5,5,2,0.09333333333333334
1152,1000,10,3,2,2,0.5,5,2,0.19666666666666666
1153,1000,10,3,2,0,0.9,0,2,0.0
1154,1000,10,3,2,1,0.9,0,2,0.11
1155,1000,10,3,2,2,0.9,0,2,0.19
1156,1000,10,3,2,0,0.9,2,2,0.0
1157,1000,10,3,2,1,0.9,2,2,0.10333333333333333
1158,1000,10,3,2,2,0.9,2,2,0.16666666666666666
1159,1000,10,3,2,0,0.9,5,2,0.01
1160,1000,10,3,2,1,0.9,5,2,0.10333333333333333
1161,1000,10,3,2,2,0.9,5,2,0.20666666666666667
1162,1000,10,3,5,0,0.0,0,2,0.02666666666666667
1163,1000,10,3,5,1,0.0,0,2,0.056666666666666664
1164,1000,10,3,5,2,0.0,0,2,0.06333333333333334
1165,1000,10,3,5,0,0.0,2,2,0.04
1166,1000,10,3,5,1,0.0,2,2,0.05333333333333334
1167,1000,10,3,5,2,0.0,2,2,0.08333333333333333
1168,1000,10,3,5,0,0.0,5,2,0.05
1169,1000,10,3,5,1,0.0,5,2,0.05
1170,1000,10,3,5,2,0.0,5,2,0.06666666666666667
1171,1000,10,3,5,0,0.5,0,2,0.04
1172,1000,10,3,5,1,0.5,0,2,0.05333333333333334
1173,1000,10,3,5,2,0.5,0,2,0.07
1174,1000,10,3,5,0,0.5,2,2,0.02666666666666667
1175,1000,10,3,5,1,0.5,2,2,0.06666666666666667
1176,1000,10,3,5,2,0.5,2,2,0.06333333333333334
1177,1000,10,3,5,0,0.5,5,2,0.043333333333333335
1178,1000,10,3,5,1,0.5,5,2,0.03666666666666667
1179,1000,10,3,5,2,0.5,5,2,0.05333333333333334
1180,1000,10,3,5,0,0.9,0,2,0.02666666666666667
1181,1000,10,3,5,1,0.9,0,2,0.05
1182,1000,10,3,5,2,0.9,0,2,0.08
1183,1000,10,3,5,0,0.9,2,2,0.03333333333333333
1184,1000,10,3,5,1,0.9,2,2,0.04
1185,1000,10,3,5,2,0.9,2,2,0.043333333333333335
1186,1000,10,3,5,0,0.9,5,2,0.04666666666666667
1187,1000,10,3,5,1,0.9,5,2,0.05333333333333334
1188,1000,10,3,5,2,0.9,5,2,0.06333333333333334
1189,1000,10,4,0,0,0.0,0,1,0.05333333333333334
1190,1000,10,4,0,1,0.0,0,2,0.43333333333333335
1191,1000,10,4,0,2,0.0,0,2,0.41
1192,1000,10,4,0,0,0.0,2,1,0.03
1193,1000,10,4,0,1,0.0,2,2,0.48
1194,1000,10,4,0,2,0.0,2,2,0.41333333333333333
1195,1000,10,4,0,0,0.0,5,1,0.08
1196,1000,10,4,0,1,0.0,5,2,0.5733333333333334
1197,1000,10,4,0,2,0.0,5,2,0.44666666666666666
1198,1000,10,4,0,0,0.5,0,1,0.03
1199,1000,10,4,0,1,0.5,0,2,0.44666666666666666
1200,1000,10,4,0,2,0.5,0,2,0.43
1201,1000,10,4,0,0,0.5,2,2,0.9433333333333334
1202,1000,10,4,0,1,0.5,2,2,0.49
1203,1000,10,4,0,2,0.5,2,2,0.44333333333333336
1204,1000,10,4,0,0,0.5,5,2,0.9566666666666667
1205,1000,10,4,0,1,0.5,5,2,0.51
1206,1000,10,4,0,2,0.5,5,2,0.38333333333333336
1207,1000,10,4,0,0,0.9,0,1,0.06333333333333334
1208,1000,10,4,0,1,0.9,0,2,0.49666666666666665
1209,1000,10,4,0,2,0.9,0,2,0.39
1210,1000,10,4,0,0,0.9,2,2,0.9733333333333334
1211,1000,10,4,0,1,0.9,2,2,0.44333333333333336
1212,1000,10,4,0,2,0.9,2,2,0.42
1213,1000,10,4,0,0,0.9,5,2,0.9666666666666667
1214,1000,10,4,0,1,0.9,5,2,0.4866666666666667
1215,1000,10,4,0,2,0.9,5,2,0.4066666666666667
1216,1000,10,4,1,0,0.0,0,2,0.03333333333333333
1217,1000,10,4,1,1,0.0,0,2,0.24333333333333335
1218,1000,10,4,1,2,0.0,0,2,0.28
1219,1000,10,4,1,0,0.0,2,2,0.07
1220,1000,10,4,1,1,0.0,2,2,0.22666666666666666
1221,1000,10,4,1,2,0.0,2,2,0.30333333333333334
1222,1000,10,4,1,0,0.0,5,2,0.17666666666666667
1223,1000,10,4,1,1,0.0,5,2,0.26666666666666666
1224,1000,10,4,1,2,0.0,5,2,0.38333333333333336
1225,1000,10,4,1,0,0.5,0,2,0.03
1226,1000,10,4,1,1,0.5,0,2,0.22666666666666666
1227,1000,10,4,1,2,0.5,0,2,0.33
1228,1000,10,4,1,0,0.5,2,2,0.056666666666666664
1229,1000,10,4,1,1,0.5,2,2,0.25333333333333335
1230,1000,10,4,1,2,0.5,2,2,0.26666666666666666
1231,1000,10,4,1,0,0.5,5,2,0.12666666666666668
1232,1000,10,4,1,1,0.5,5,2,0.28
1233,1000,10,4,1,2,0.5,5,2,0.31333333333333335
1234,1000,10,4,1,0,0.9,0,2,0.03333333333333333
1235,1000,10,4,1,1,0.9,0,2,0.21
1236,1000,10,4,1,2,0.9,0,2,0.3233333333333333
1237,1000,10,4,1,0,0.9,2,2,0.06
1238,1000,10,4,1,1,0.9,2,2,0.22666666666666666
1239,1000,10,4,1,2,0.9,2,2,0.28
1240,1000,10,4,1,0,0.9,5,2,0.09333333333333334
1241,1000,10,4,1,1,0.9,5,2,0.26666666666666666
1242,1000,10,4,1,2,0.9,5,2,0.29333333333333333
1243,1000,10,4,2,0,0.0,0,2,0.0
1244,1000,10,4,2,1,0.0,0,2,0.08
1245,1000,10,4,2,2,0.0,0,2,0.17
1246,1000,10,4,2,0,0.0,2,2,0.006666666666666667
1247,1000,10,4,2,1,0.0,2,2,0.08666666666666667
1248,1000,10,4,2,2,0.0,2,2,0.19333333333333333
1249,1000,10,4,2,0,0.0,5,2,0.01
1250,1000,10,4,2,1,0.0,5,2,0.13666666666666666
1251,1000,10,4,2,2,0.0,5,2,0.20333333333333334
1252,1000,10,4,2,0,0.5,0,2,0.0
1253,1000,10,4,2,1,0.5,0,2,0.10666666666666667
1254,1000,10,4,2,2,0.5,0,2,0.19333333333333333
1255,1000,10,4,2,0,0.5,2,2,0.01
1256,1000,10,4,2,1,0.5,2,2,0.09666666666666666
1257,1000,10,4,2,2,0.5,2,2,0.17333333333333334
1258,1000,10,4,2,0,0.5,5,2,0.006666666666666667
1259,1000,10,4,2,1,0.5,5,2,0.12333333333333334
1260,1000,10,4,2,2,0.5,5,2,0.17333333333333334
1261,1000,10,4,2,0,0.9,0,2,0.0
1262,1000,10,4,2,1,0.9,0,2,0.08666666666666667
1263,1000,10,4,2,2,0.9,0,2,0.19666666666666666
1264,1000,10,4,2,0,0.9,2,2,0.0
1265,1000,10,4,2,1,0.9,2,2,0.11
1266,1000,10,4,2,2,0.9,2,2,0.18333333333333332
1267,1000,10,4,2,0,0.9,5,2,0.0033333333333333335
1268,1000,10,4,2,1,0.9,5,2,0.11666666666666667
1269,1000,10,4,2,2,0.9,5,2,0.17333333333333334
1270,1000,10,4,5,0,0.0,0,2,0.04666666666666667
1271,1000,10,4,5,1,0.0,0,2,0.04666666666666667
1272,1000,10,4,5,2,0.0,0,2,0.07333333333333333
1273,1000,10,4,5,0,0.0,2,2,0.05
1274,1000,10,4,5,1,0.0,2,2,0.06
1275,1000,10,4,5,2,0.0,2,2,0.056666666666666664
1276,1000,10,4,5,0,0.0,5,2,0.056666666666666664
1277,1000,10,4,5,1,0.0,5,2,0.043333333333333335
1278,1000,10,4,5,2,0.0,5,2,0.07333333333333333
1279,1000,10,4,5,0,0.5,0,2,0.02666666666666667
1280,1000,10,4,5,1,0.5,0,2,0.07
1281,1000,10,4,5,2,0.5,0,2,0.08
1282,1000,10,4,5,0,0.5,2,2,0.05
1283,1000,10,4,5,1,0.5,2,2,0.04
1284,1000,10,4,5,2,0.5,2,2,0.09666666666666666
1285,1000,10,4,5,0,0.5,5,2,0.02666666666666667
1286,1000,10,4,5,1,0.5,5,2,0.06333333333333334
1287,1000,10,4,5,2,0.5,5,2,0.06
1288,1000,10,4,5,0,0.9,0,2,0.04
1289,1000,10,4,5,1,0.9,0,2,0.03
1290,1000,10,4,5,2,0.9,0,2,0.06666666666666667
1291,1000,10,4,5,0,0.9,2,2,0.056666666666666664
1292,1000,10,4,5,1,0.9,2,2,0.04
1293,1000,10,4,5,2,0.9,2,2,0.06333333333333334
1294,1000,10,4,5,0,0.9,5,2,0.05
1295,1000,10,4,5,1,0.9,5,2,0.02666666666666667
1296,1000,10,4,5,2,0.9,5,2,0.05333333333333334
